5 digit NTD ID,4 digit NTD ID,Agency,Active,Reporter Type,UZA,UZA Name,Modes,TOS,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
40191,4191,Transit Authority of Central Kentucky,Active,Full Reporter,379,Elizabethtown-Radcliff KY,DR,DO,0,0,0,0,0,0,0,0,0,122986,122073,87338,88195,73022,83071,96859,120471,130394,73289,83517,55764
40191,4191,Transit Authority of Central Kentucky,Active,Full Reporter,379,Elizabethtown-Radcliff KY,MB,DO,0,0,0,0,0,0,0,0,0,17973,19954,23238,38174,28237,38796,33140,32334,33123,6747,0,0
40191,4191,Transit Authority of Central Kentucky,Active,Full Reporter,379,Elizabethtown-Radcliff KY,VP,DO,0,0,0,0,0,0,0,0,0,29718,36168,32036,55112,51502,39836,34198,34351,35360,10248,4222,2471
50149,5149,Michiana Area Council of Governments,Active,Full Reporter,227,Elkhart IN-MI,DR,PT,174732,165661,152277,153055,130704,136099,151182,124195,65271,75676,0,3328,16340,24749,30709,32486,38148,40306,28844,27885,14502
50149,5149,Michiana Area Council of Governments,Inactive,Full Reporter,227,Elkhart IN-MI,DR,TX,0,0,0,0,0,0,0,0,0,0,74520,36449,0,0,0,0,0,0,0,0,0
50149,5149,Michiana Area Council of Governments,Active,Full Reporter,227,Elkhart IN-MI,MB,PT,89106,95313,119908,136569,165320,179194,200699,192864,243506,311864,357454,449733,471691,428376,422928,389895,405045,441078,387795,332430,182435
20005,2005,Chemung County,Active,Reduced Reporter,407,Elmira NY,DR,PT,67039,0,0,0,0,53051,52723,54395,50719,66791,0,0,0,0,0,0,0,0,0,0,0
20005,2005,Chemung County,Active,Reduced Reporter,407,Elmira NY,MB,PT,592303,0,0,0,0,642980,693198,640693,640664,633281,0,0,0,0,0,0,0,0,0,0,0
30013,3013,Erie Metropolitan Transit Authority,Active,Full Reporter,183,Erie PA,DR,DO,191402,212520,226600,230575,223340,227513,249935,246585,239753,245329,232753,240822,230614,223264,201683,192870,187906,186773,100673,128809,82806
30013,3013,Erie Metropolitan Transit Authority,Active,Full Reporter,183,Erie PA,MB,DO,2515960,2476029,2593470,2501084,2543504,2616457,3105039,2943076,3044343,3271380,3468084,3408584,3211839,3167937,2819221,2648762,2517894,2409055,1047349,865778,574538
00007,0007,Lane Transit District,Active,Full Reporter,151,Eugene OR,DR,PT,114639,118445,125254,130402,137069,147829,161286,165090,181750,193598,203985,198376,218469,206591,189186,184418,185102,187641,82235,66473,40657
00007,0007,Lane Transit District,Active,Full Reporter,151,Eugene OR,DR,TX,0,0,0,0,0,0,0,0,0,102424,110938,125265,200627,283169,297633,307026,329887,376866,224985,225929,136556
00007,0007,Lane Transit District,Active,Full Reporter,151,Eugene OR,MB,DO,8365005,8103040,8396793,8626363,9443294,10299753,11933051,11257192,11183247,11379655,8810087,8564275,8207934,7521845,7469388,7202097,6451902,5993054,2898610,2399311,1753591
00007,0007,Lane Transit District,Active,Full Reporter,151,Eugene OR,MB,PT,0,0,0,0,0,0,0,0,13446,15822,15493,16254,16552,15295,14061,15686,21350,19646,12006,9100,6486
00007,0007,Lane Transit District,Active,Full Reporter,151,Eugene OR,RB,DO,0,0,0,0,0,0,0,0,0,0,2722638,2765596,2815990,2672762,2706970,2959823,3792780,3951850,2262812,1865995,1360743
00007,0007,Lane Transit District,Active,Full Reporter,151,Eugene OR,VP,PT,0,0,0,0,14326,14386,14917,28722,33484,27734,30827,41835,47233,46767,40822,39766,40031,42659,10452,3939,4690
50043,5043,Metropolitan Evansville Transit System,Active,Full Reporter,159,Evansville IN-KY,DR,DO,43634,46280,49874,49540,57768,52772,49883,48689,47791,50002,45468,45601,48048,51416,53964,67375,65126,63658,36844,35991,22010
50043,5043,Metropolitan Evansville Transit System,Active,Full Reporter,159,Evansville IN-KY,MB,DO,1476465,1468570,1463079,1585894,1593081,1687617,1838936,1831479,1970837,2001499,2043247,1880871,2068991,1974079,1756873,1494212,1410383,1209953,703849,686013,422620
00045,0045,Fairbanks North Star Borough ,Active,Reduced Reporter,425,Fairbanks AK,DR,DO,0,17998,20261,21195,22580,27469,27017,23249,20572,19338,19280,0,0,0,0,0,0,0,0,0,0
00045,0045,Fairbanks North Star Borough ,Active,Reduced Reporter,425,Fairbanks AK,MB,DO,0,367189,382580,398407,347046,290316,317439,375149,383364,407618,455222,0,0,0,0,0,0,0,0,0,0
90092,9092,"City of Fairfield, California",Active,Full Reporter,240,Fairfield CA,CB,PT,0,0,0,0,0,0,0,0,0,0,0,0,200262,394917,405887,401034,377620,356076,133262,97923,52815
90092,9092,"City of Fairfield, California",Active,Full Reporter,240,Fairfield CA,DR,PT,0,18798,19375,30391,32314,30660,7511,21461,20910,20397,21605,25127,24687,25346,25216,25722,23905,19802,7621,7587,5756
90092,9092,"City of Fairfield, California",Inactive,Full Reporter,240,Fairfield CA,DR,TX,0,0,0,0,0,0,0,0,0,1612,4064,0,0,0,0,0,0,0,0,0,0
90092,9092,"City of Fairfield, California",Active,Full Reporter,240,Fairfield CA,MB,PT,0,805049,750835,770953,791188,922990,1002611,951761,892571,952908,999482,1072335,873581,656718,596087,581652,543645,530140,225379,244772,145703
50026,5026,City of Moorhead,Active,Full Reporter,194,Fargo ND-MN,DR,PT,3385,887,0,0,0,0,4034,5019,5937,7471,7492,8042,8301,10143,10765,10907,10454,10172,0,6889,4487
50026,5026,City of Moorhead,Active,Full Reporter,194,Fargo ND-MN,MB,PT,288324,281730,278063,316128,346424,355795,396850,392899,375837,432570,434381,452620,481776,459288,445074,451854,521876,482667,0,363725,199898
80003,8003,City of Fargo,Active,Full Reporter,194,Fargo ND-MN,DR,PT,35672,25370,39056,40868,48989,54732,60255,57230,57850,59195,54543,53403,53893,51439,52373,52508,52665,53350,37292,52802,14449
80003,8003,City of Fargo,Active,Full Reporter,194,Fargo ND-MN,MB,PT,491484,412797,613024,832837,881734,971217,1214805,1376136,1621133,1665221,1604693,1681848,1729838,1627916,1486051,1421294,1439017,1343534,807654,786147,209804
60062,6062,"University of Arkansas, Fayetteville",Active,Reduced Reporter,129,Fayetteville-Springdale-Rogers AR-MO,DR,DO,6049,5152,6682,7600,8511,8408,7188,7797,7736,8581,0,0,0,0,0,0,0,0,0,0,0
60062,6062,"University of Arkansas, Fayetteville",Active,Reduced Reporter,129,Fayetteville-Springdale-Rogers AR-MO,MB,DO,1136040,1252266,1320349,1313804,1270436,1279903,1258334,1441210,1629072,1743384,0,0,0,0,0,0,0,0,0,0,0
60072,6072,Ozark Regional Transit,Active,Reduced Reporter,129,Fayetteville-Springdale-Rogers AR-MO,DR,DO,108491,76845,94822,76024,57996,30954,16602,17209,25053,26531,25248,19791,28380,29990,30458,26058,21184,0,0,0,0
60072,6072,Ozark Regional Transit,Active,Reduced Reporter,129,Fayetteville-Springdale-Rogers AR-MO,MB,DO,13630,24105,18565,33956,78611,140981,196275,185227,226769,241343,271762,260585,274441,287458,288602,235277,225971,0,0,0,0
40009,4009,City of Fayetteville,Active,Full Reporter,122,Fayetteville NC,DR,DO,0,44287,43366,37007,45820,38750,35954,39654,43787,47995,54116,53658,57195,61205,61083,63281,62370,69725,49353,51062,33660
40009,4009,City of Fayetteville,Active,Full Reporter,122,Fayetteville NC,DR,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6563,4935
40009,4009,City of Fayetteville,Active,Full Reporter,122,Fayetteville NC,MB,DO,0,1257203,1289877,971545,1238462,922461,957198,1042219,1254506,1522935,1708964,1635462,1602421,1546170,1480037,1401092,1388615,1712059,1725536,1621791,1052203
40009,4009,City of Fayetteville,Inactive,Full Reporter,122,Fayetteville NC,MB,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,872,7463,0,0,0,0,0,0
90180,9180,Coconino County Transportation Services,Inactive,Full Reporter,403,Flagstaff AZ,DR,DO,30012,26656,20197,18876,20351,21562,11854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90180,9180,Coconino County Transportation Services,Inactive,Full Reporter,403,Flagstaff AZ,MB,DO,213461,305482,394148,502466,691881,793024,478670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Active,Full Reporter,384,Flagstaff AZ,DR,DO,0,0,0,0,0,0,0,49738,24606,26706,25149,24265,22932,21393,23256,23422,20815,20438,8574,8877,5743
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Active,Full Reporter,384,Flagstaff AZ,MB,DO,0,0,0,0,0,0,0,1183269,999556,1441672,1807013,1858451,1878137,1879151,2007867,2215772,2530626,2507507,1353846,1086716,694425
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Active,Full Reporter,384,Flagstaff AZ,VP,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,373,7414,7541,8391,9781,8574,8730,6601
50032,5032,Mass Transportation Authority,Active,Full Reporter,106,Flint MI,DR,DO,476892,547176,559634,712580,684881,639767,685362,634894,605132,499012,471165,474336,468080,441121,447324,539318,546712,586970,390072,404690,265275
50032,5032,Mass Transportation Authority,Active,Full Reporter,106,Flint MI,DR,PT,0,0,0,0,0,0,0,0,4577,4980,4452,4093,4302,3862,3601,3531,3241,3657,2042,2352,1304
50032,5032,Mass Transportation Authority,Active,Full Reporter,106,Flint MI,MB,DO,4636761,2675420,3694001,4266677,4544410,4766704,5538595,5113371,5276384,5778970,5718911,5734178,5033735,4938339,4791380,4375837,4277599,4011358,1847974,1747756,1220961
40068,4068,Northwest Alabama Council of Local Governments,Active,Full Reporter,368,Florence AL,DR,DO,103027,197592,92768,0,217081,228420,222660,200185,191351,146594,100607,92826,92568,92520,92778,91043,91981,91404,40607,52377,37371
40068,4068,Northwest Alabama Council of Local Governments,Active,Full Reporter,368,Florence AL,DR,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3934,12047,14892,20002,10522,4512,2841
40056,4056,Pee Dee Regional Transportation Authority,Active,Reduced Reporter,325,Florence SC,DR,DO,0,436415,346989,501651,383881,370713,317580,240536,241922,212502,171171,42449,0,0,0,0,0,0,0,0,0
40056,4056,Pee Dee Regional Transportation Authority,Active,Reduced Reporter,325,Florence SC,MB,DO,0,29939,15432,33541,49265,43007,45744,58810,104895,168427,248808,117367,0,0,0,0,0,0,0,0,0
50171,5171,"Fond du Lac, Wisconsin ",Inactive,Reduced Reporter,468,Fond du Lac WI,DR,DO,0,0,0,0,0,0,0,0,37043,37380,38356,0,0,0,0,0,0,0,0,0,0
50171,5171,"Fond du Lac, Wisconsin ",Active,Reduced Reporter,468,Fond du Lac WI,DR,PT,0,0,0,59962,58503,57511,60842,53082,19071,0,0,0,0,0,0,0,0,0,0,0,0
50171,5171,"Fond du Lac, Wisconsin ",Active,Reduced Reporter,468,Fond du Lac WI,DR,TX,0,0,0,0,0,0,0,0,0,17726,12369,0,0,0,0,0,0,0,0,0,0
50171,5171,"Fond du Lac, Wisconsin ",Active,Reduced Reporter,468,Fond du Lac WI,MB,DO,0,0,0,116869,118761,116867,126472,128722,130797,150819,161573,0,0,0,0,0,0,0,0,0,0
50171,5171,"Fond du Lac, Wisconsin ",Active,Reduced Reporter,468,Fond du Lac WI,MB,PT,0,0,0,10821,10521,7184,7779,6895,7921,8621,9325,0,0,0,0,0,0,0,0,0,0
80011,8011,City of Fort Collins,Inactive,Full Reporter,141,Fort Collins CO,DR,DO,76735,73822,69200,49401,39866,25096,18897,17362,8662,0,0,0,0,0,0,0,0,0,0,0,0
80011,8011,City of Fort Collins,Active,Full Reporter,141,Fort Collins CO,DR,PT,0,0,0,38121,45866,26683,25238,23827,34317,0,0,0,0,0,0,8201,7458,7970,3213,5015,2689
80011,8011,City of Fort Collins,Active,Full Reporter,141,Fort Collins CO,DR,TX,0,0,0,0,0,0,0,0,0,37851,37747,34121,34491,35448,34004,29594,30086,30885,19878,23933,14866
80011,8011,City of Fort Collins,Active,Full Reporter,141,Fort Collins CO,MB,DO,1471911,1504683,1472102,1481472,1478981,1641413,1882709,1901031,2023744,2156811,2254639,2275406,2018982,2254522,2665787,2834916,2918654,3000665,1171552,994044,698627
80011,8011,City of Fort Collins,Active,Full Reporter,141,Fort Collins CO,MB,PT,0,0,0,0,0,0,0,0,0,0,17061,20946,21703,15960,13781,33673,20304,18752,4961,6916,6104
80011,8011,City of Fort Collins,Active,Full Reporter,141,Fort Collins CO,RB,DO,0,0,0,0,0,0,0,0,0,0,0,0,568447,991160,1399236,1472340,1468030,1445344,597349,437037,213625
80011,8011,City of Fort Collins,Inactive,Full Reporter,141,Fort Collins CO,VP,PT,0,0,0,0,15048,21232,37120,44643,0,0,0,0,0,0,0,0,0,0,0,0,0
80025,8025,"City of Loveland, Colorado",Inactive,Full Reporter,141,Fort Collins CO,DR,DO,0,0,0,14220,12591,12152,10954,9826,8183,7582,7652,7742,9186,9606,9981,9257,2696,0,0,0,0
80025,8025,"City of Loveland, Colorado",Active,Full Reporter,141,Fort Collins CO,DR,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,7923,5214,6755,4851
80025,8025,"City of Loveland, Colorado",Active,Full Reporter,141,Fort Collins CO,MB,DO,0,0,0,63929,96689,104061,124844,144241,134915,132315,134432,135061,129517,120882,106983,96660,95470,110313,68999,72999,47877
80106,8106,North Front Range Transportation and Air Quality Planning Council,Active,Full Reporter,141,Fort Collins CO,VP,DO,0,0,0,0,0,0,0,0,259703,285433,261508,147840,143449,121227,99667,88698,75854,63994,18056,10508,7208
60086,6086,City of Fort Smith,Active,Reduced Reporter,257,Fort Smith AR,DR,DO,11361,0,0,0,32543,29429,28670,27015,28715,29121,34480,8391,0,0,0,0,0,0,0,0,0
60086,6086,City of Fort Smith,Active,Reduced Reporter,257,Fort Smith AR,MB,DO,33799,0,0,0,179355,200690,224015,197162,211626,214398,229417,60434,0,0,0,0,0,0,0,0,0
40128,4128,Okaloosa County Board of County Commissioners,Active,Full Reporter,186,Fort Walton Beach-Navarre-Wright FL,DR,PT,123739,124938,128060,122782,80630,88187,95870,94651,89480,89949,87602,87261,89185,91594,92455,90310,95238,76389,44333,39644,25066
40128,4128,Okaloosa County Board of County Commissioners,Active,Full Reporter,186,Fort Walton Beach-Navarre-Wright FL,MB,PT,26647,95618,93076,71484,129480,183934,209829,160574,170967,178217,175240,186332,152095,137861,136774,118512,121773,89311,54128,53773,35986
50044,5044,Fort Wayne Public Transportation Corporation,Active,Full Reporter,119,Fort Wayne IN,DR,DO,42143,43621,44114,44955,48736,48744,51688,45692,43897,44476,43776,50915,53981,67292,72244,83830,73939,75804,47056,57038,34625
50044,5044,Fort Wayne Public Transportation Corporation,Active,Full Reporter,119,Fort Wayne IN,MB,DO,1393485,1510532,1603464,1713381,1886851,1934676,2023503,1791787,1888036,1964377,2061235,1978903,1997030,1902307,1797322,1696829,1693122,1600996,1057779,1229669,653945
30072,3072,"Frederick County, Maryland",Active,Full Reporter,230,Frederick MD,DR,DO,57128,58304,62307,58728,72248,74935,77857,80302,80074,82935,78468,73361,67099,66211,64102,51793,43420,42443,24469,28818,20274
30072,3072,"Frederick County, Maryland",Active,Full Reporter,230,Frederick MD,MB,DO,192541,360366,445449,428610,605819,644557,697167,712059,719466,790578,814435,795093,730963,654808,596034,549531,551902,552122,359536,432209,281371
30079,3079,City of Fredericksburg,Active,Reduced Reporter,231,Fredericksburg VA,MB,DO,0,258611,283158,304922,354362,368841,512926,545536,507361,268053,0,0,0,0,0,0,0,0,0,0,0
90027,9027,City of Fresno,Active,Full Reporter,63,Fresno CA,DR,PT,102302,132257,161188,168780,194065,217993,229597,235936,239480,217684,204341,205714,209474,206737,198505,204960,217628,219205,106453,119041,79094
90027,9027,City of Fresno,Active,Full Reporter,63,Fresno CA,MB,DO,9130677,10991315,10877955,11113040,11914886,12518775,14031224,13740406,12893357,11417989,11713509,11409068,10904911,11083885,10009546,9592619,10194137,10648817,6301608,6430294,4139091
40030,4030,"City of Gainesville, FL",Active,Full Reporter,187,Gainesville FL,DR,PT,11466,0,0,34552,37266,29203,40521,39428,45687,48053,49394,51419,51617,50246,49626,58156,61239,54642,38352,38604,20235
40030,4030,"City of Gainesville, FL",Active,Full Reporter,187,Gainesville FL,MB,DO,0,0,8000076,8121512,8668271,8861552,9054146,9003659,9435611,10175159,10760077,10823944,10797651,10068859,9552105,9362025,9276475,9111767,3699473,3463481,2271892
40030,4030,"City of Gainesville, FL",Active,Full Reporter,187,Gainesville FL,VP,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7146,46073,45903,47971,10452,17479,11963
40144,4144,City of Gainesville,Active,Reduced Reporter,245,Gainesville GA,DR,DO,0,0,0,0,0,0,0,0,28119,25992,25190,24578,12430,0,0,0,0,0,0,0,0
40144,4144,City of Gainesville,Active,Reduced Reporter,245,Gainesville GA,MB,DO,0,0,0,0,0,0,0,0,142530,215433,208654,143153,72963,0,0,0,0,0,0,0,0
60015,6015,City of Galveston ,Inactive,Full Reporter,602,Galveston TX,CB,DO,0,0,0,0,0,0,0,0,0,0,87293,0,0,0,0,0,0,0,0,0,0
60015,6015,City of Galveston ,Inactive,Full Reporter,602,Galveston TX,DR,DO,31152,0,28223,921,27199,27571,22692,13782,20491,23372,27236,0,0,0,0,0,0,0,0,0,0
60015,6015,City of Galveston ,Active,Full Reporter,602,Galveston TX,DR,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424,8258
60015,6015,City of Galveston ,Inactive,Full Reporter,602,Galveston TX,LR,DO,50865,0,42205,1671,38830,31257,15739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60015,6015,City of Galveston ,Active,Full Reporter,602,Galveston TX,MB,DO,717467,0,760570,38869,989951,1149389,986715,494237,610522,632266,618276,0,0,0,0,0,0,0,0,33197,84684
60015,6015,City of Galveston ,Active,Full Reporter,602,Galveston TX,SR,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4898,14298
60015,6015,City of Galveston ,Inactive,Full Reporter,602,Galveston TX,TB,DO,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120,2120,City of Glens Falls ,Active,Reduced Reporter,419,Glens Falls NY,DR,DO,0,2971,0,3133,3231,2885,3104,2967,2447,2142,0,0,0,0,0,0,0,0,0,0,0
20120,2120,City of Glens Falls ,Active,Reduced Reporter,419,Glens Falls NY,MB,DO,0,224249,0,212339,312068,213698,217957,307902,322664,338825,0,0,0,0,0,0,0,0,0,0,0
20120,2120,City of Glens Falls ,Inactive,Reduced Reporter,419,Glens Falls NY,OR,DO,0,0,0,37051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80008,8008,Cities Area Transit,Active,Full Reporter,440,Grand Forks ND-MN,DR,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37542,51293,31229
80008,8008,Cities Area Transit,Inactive,Full Reporter,440,Grand Forks ND-MN,DR,PT,0,0,0,0,53550,55469,60053,61630,65240,61078,55207,52534,54335,54748,48363,52905,62895,65182,0,0,0
80008,8008,Cities Area Transit,Active,Full Reporter,440,Grand Forks ND-MN,MB,DO,0,0,0,226598,217116,215234,257816,271704,282615,328880,371242,364317,346673,336652,317992,280289,253657,225141,141914,174762,123532
80016,8016,County of Mesa,Active,Reduced Reporter,251,Grand Junction CO,DR,PT,0,0,0,9727,8411,8491,9591,9485,11213,14293,16237,15931,17461,17921,0,0,0,0,0,0,0
80016,8016,County of Mesa,Active,Reduced Reporter,251,Grand Junction CO,MB,PT,0,0,0,692326,750827,636037,750286,868537,973496,1031605,1012295,974644,901762,813687,0,0,0,0,0,0,0
50033,5033,Interurban Transit Partnership,Active,Full Reporter,70,Grand Rapids MI,DR,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803
50033,5033,Interurban Transit Partnership,Active,Full Reporter,70,Grand Rapids MI,DR,PT,411038,400100,399859,401771,415777,411940,418507,445893,442316,474430,440290,408352,399023,383119,363048,354468,350978,345279,180335,214157,131856
50033,5033,Interurban Transit Partnership,Inactive,Full Reporter,70,Grand Rapids MI,DR,TX,0,0,0,0,0,0,0,0,0,7750,2026,0,0,0,0,0,0,0,0,0,0
50033,5033,Interurban Transit Partnership,Active,Full Reporter,70,Grand Rapids MI,MB,DO,5325851,5353981,5425048,6382963,7293082,7930951,8894731,8896713,9304594,10516177,11789174,12071810,11810853,10583434,10108925,9538880,9248334,9146315,4187899,3965243,2665439
50033,5033,Interurban Transit Partnership,Active,Full Reporter,70,Grand Rapids MI,RB,DO,0,0,0,0,0,0,0,0,0,0,0,0,236966,739384,767582,819550,866224,844076,474344,389046,259835
50033,5033,Interurban Transit Partnership,Active,Full Reporter,70,Grand Rapids MI,VP,DO,2796,2069,2181,5957,18314,43374,42128,27851,23171,33548,46224,56614,56062,52870,43176,39774,37059,30893,12051,9037,8964
80012,8012,Great Falls Transit District,Active,Full Reporter,422,Great Falls MT,DR,DO,0,0,23280,14420,31210,31188,28611,25606,26601,30615,32329,32055,31950,31917,32402,36101,40592,47108,29778,41124,28760
80012,8012,Great Falls Transit District,Inactive,Full Reporter,422,Great Falls MT,DR,PT,25827,24622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80012,8012,Great Falls Transit District,Active,Full Reporter,422,Great Falls MT,MB,DO,404898,449613,419980,256009,432317,415158,397738,354013,364181,410688,420495,443134,441491,422720,412553,405625,400594,407654,208224,258553,163148
80010,8010,"Greeley, City Of",Active,Reduced Reporter,264,Greeley CO,DR,DO,27932,27903,30683,32815,34007,33331,28397,26274,24791,22305,23941,24566,0,0,0,0,0,0,0,0,0
80010,8010,"Greeley, City Of",Active,Reduced Reporter,264,Greeley CO,MB,DO,347380,428219,403294,431987,453699,471176,513367,529791,491476,483607,503457,526580,0,0,0,0,0,0,0,0,0
50002,5002,City of Green Bay,Active,Full Reporter,176,Green Bay WI,DR,PT,0,0,0,0,72979,69499,69129,68868,67384,64330,60596,56864,55536,49613,45244,38476,34637,31879,16005,28529,25952
50002,5002,City of Green Bay,Active,Full Reporter,176,Green Bay WI,MB,DO,0,0,0,0,1702113,1697819,1752106,1354368,1370835,1542287,1523838,1482429,1429205,1394851,1323000,1242910,1275835,1292700,526958,495371,354176
40093,4093,City of Greensboro ,Active,Full Reporter,120,Greensboro NC,DR,PT,110773,123099,88260,161276,182148,180174,202844,194943,195883,217721,230531,229034,225660,226895,238707,257498,265398,284546,179109,167589,82860
40093,4093,City of Greensboro ,Active,Full Reporter,120,Greensboro NC,MB,PT,1995909,2137677,1886736,2797827,3330960,3905876,3882439,3826935,4175011,4519989,4676281,4562799,4382014,4080760,3771935,3584855,3272336,3128522,1963335,1783046,1032857
40133,4133,Guilford County ,Inactive,Reduced Reporter,120,Greensboro NC,DR,PT,0,0,0,241656,87186,113428,178305,227040,213988,208579,149271,71925,0,0,0,0,0,0,0,0,0
40173,4173,Piedmont Authority for Regional Transportation,Active,Full Reporter,120,Greensboro NC,CB,PT,0,0,0,0,0,0,0,0,0,0,0,0,261227,497276,449391,415811,443516,458940,242364,230518,142798
40173,4173,Piedmont Authority for Regional Transportation,Inactive,Full Reporter,120,Greensboro NC,MB,PT,0,0,0,0,0,0,0,478007,490625,537141,525713,473800,233979,0,0,0,0,0,0,0,0
40173,4173,Piedmont Authority for Regional Transportation,Active,Full Reporter,120,Greensboro NC,VP,DO,0,0,0,0,0,0,0,218622,226220,232712,295434,280886,251362,255750,265371,249629,240196,238543,120588,55468,39373
40053,4053,Greenville Transit Authority,Active,Full Reporter,93,Greenville SC,DR,DO,0,0,7132,6279,8312,8315,8719,6378,6839,10109,9216,9480,8736,7578,9331,10453,10403,9370,6641,9203,7488
40053,4053,Greenville Transit Authority,Active,Full Reporter,93,Greenville SC,MB,DO,0,615938,707988,760793,926672,763992,711412,633038,734200,775042,827017,926697,1017725,1072261,981980,868209,820931,754155,525292,629819,387269
40208,4208,City of Clemson,Active,Full Reporter,93,Greenville SC,MB,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,801941,1658457,1710315,1212823,861017,348726,425490,318425
40014,4014,Ms Coast Transportation Authority,Active,Full Reporter,175,Gulfport MS,DR,DO,45771,103861,80502,60868,48841,50989,51258,54475,64592,66105,60670,51884,50369,47350,45588,46203,47336,44273,25036,34710,27886
40014,4014,Ms Coast Transportation Authority,Active,Full Reporter,175,Gulfport MS,MB,DO,197563,543873,533834,457029,358507,501463,640078,707066,750328,799424,867926,913790,777659,669248,825919,688358,670959,674248,374987,499128,262302
40014,4014,Ms Coast Transportation Authority,Active,Full Reporter,175,Gulfport MS,VP,PT,0,0,0,0,0,10305,74775,114795,146493,183308,175218,164615,158065,150519,128416,106024,101149,100064,48438,45373,30948
30042,3042,Washington County ,Active,Reduced Reporter,189,Hagerstown MD-WV-PA,DR,DO,0,0,0,0,10957,9744,10360,10790,10765,12333,0,0,0,0,0,0,0,0,0,0,0
30042,3042,Washington County ,Active,Reduced Reporter,189,Hagerstown MD-WV-PA,MB,DO,287006,0,0,136746,330747,346122,370290,370882,363998,402369,0,0,0,0,0,0,0,0,0,0,0
90200,9200,Kings County Area Public Transit Agency,Active,Full Reporter,333,Hanford CA,DR,PT,0,0,0,0,40865,41140,44271,37074,29827,31712,33326,31320,29893,20926,18772,16382,14493,26011,16439,14402,8377
90200,9200,Kings County Area Public Transit Agency,Active,Full Reporter,333,Hanford CA,MB,PT,0,0,0,0,750280,752973,865618,826408,710689,745781,776718,782295,751107,745344,712779,699038,700097,634872,363470,308762,214726
90200,9200,Kings County Area Public Transit Agency,Inactive,Full Reporter,333,Hanford CA,VP,DO,0,0,0,0,0,0,514802,460791,796196,1605103,1763456,0,0,0,0,0,0,0,0,0,0
90200,9200,Kings County Area Public Transit Agency,Active,Full Reporter,333,Hanford CA,VP,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40745,110341,75135
90230,9230,California Vanpool Authority,Active,Full Reporter,333,Hanford CA,VP,DO,0,0,0,0,0,0,0,0,0,0,1763456,1960513,2017756,2267206,2669681,2825589,3371400,3630532,3420310,3500090,2142704
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Active,Full Reporter,86,Harrisburg PA,DR,DO,147049,139565,147565,146782,142287,129388,110442,28003,133266,138673,125398,123320,117857,112683,118730,119258,115308,115526,68189,68695,36744
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Active,Full Reporter,86,Harrisburg PA,DR,PT,84531,67189,71606,67831,71610,81143,71644,133054,60963,54362,64688,70697,80410,88569,86633,89055,94867,104360,64569,65068,31066
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Inactive,Full Reporter,86,Harrisburg PA,DR,TX,0,0,0,0,0,0,0,0,0,250,18,0,0,0,0,0,0,0,0,0,0
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Active,Full Reporter,86,Harrisburg PA,MB,DO,2342880,2297238,1904711,2057534,2348071,2311129,2445831,2369967,2601631,2710155,2610016,2655688,2657023,2428720,2210604,2060584,1984930,2029957,1132135,981654,487255
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Active,Full Reporter,86,Harrisburg PA,MB,PT,21535,18849,20490,28437,38317,37375,32355,65802,27366,35931,28168,27258,24032,19086,20741,15874,13065,14076,10729,10499,5757
30094,3094,City of Harrisonburg,Active,Full Reporter,413,Harrisonburg VA,DR,DO,0,0,0,0,22031,22225,20881,19177,18810,22546,25494,25191,27974,28592,30755,31516,32426,32707,21830,28603,19155
30094,3094,City of Harrisonburg,Inactive,Full Reporter,413,Harrisonburg VA,DR,PT,0,0,0,0,1047,867,2271,2142,2698,0,0,0,0,0,0,0,0,0,0,0,0
